n,chrms,starts,ends
34,1,151390000,151990000
248,1,151405000,151830000
863,1,151415000,151510000
487,1,151850000,152005000
47,1,152020000,152450000
482,1,152020000,152165000
35,1,152165000,152430000
407,1,152835000,152910000
632,1,153320000,153465000
634,1,153475000,153545000
703,1,153475000,153610000
118,1,153625000,153965000
441,1,153640000,153755000
452,1,153765000,153960000
597,1,153970000,154120000
663,1,154145000,154245000
667,1,154315000,154530000
778,1,154315000,154445000
532,1,154440000,154530000
102,1,154530000,155060000
849,1,154735000,154850000
773,1,154920000,155035000
333,1,155060000,155145000
522,1,155215000,155300000
354,1,155300000,155570000
600,1,155620000,155715000
880,1,155720000,155810000
750,1,155825000,156040000
699,1,155885000,156040000
283,1,156045000,156110000
565,1,156045000,156305000
574,1,156115000,156200000
458,1,156310000,156425000
398,1,156320000,156590000
644,1,156425000,156580000
870,1,156475000,156555000
885,1,156585000,156695000
515,1,156630000,156870000
824,1,156750000,156865000
276,1,157045000,157140000
192,1,157140000,157480000
610,1,157160000,157310000
508,1,157345000,157460000
470,1,157530000,157835000
887,1,157545000,157625000
878,1,157740000,157825000
352,1,157930000,158100000
213,1,158190000,158340000
375,1,158740000,158925000
205,1,158745000,158975000
211,1,158970000,159055000
303,1,159095000,159200000
17,1,159205000,159730000
306,1,159740000,160000000
596,1,159755000,159880000
552,1,159895000,159995000
743,1,160000000,160070000
431,1,160065000,160350000
864,1,160075000,160150000
592,1,160145000,160295000
840,1,160155000,160230000
862,1,160245000,160310000
316,1,160390000,160585000
534,1,160420000,160515000
219,1,160640000,160965000
623,1,160675000,160805000
581,1,160805000,160945000
611,1,160965000,161130000
130,1,161155000,161360000
698,1,161185000,161275000
749,1,161285000,161350000
136,1,161750000,162015000
231,1,162015000,162390000
513,1,162030000,162270000
237,1,162580000,162775000
121,1,162815000,163295000
3,1,163360000,164895000
335,1,165355000,165565000
229,1,165590000,165890000
682,1,165590000,165675000
68,1,165900000,166455000
455,1,166865000,167030000
612,1,167030000,167180000
670,1,167030000,167100000
307,1,167190000,167520000
568,1,167195000,167350000
713,1,167410000,167510000
490,1,167525000,167680000
830,1,167685000,167775000
511,1,167775000,168055000
766,1,167905000,168040000
434,1,168405000,168550000
33,1,168575000,169335000
688,1,168870000,169100000
638,1,169130000,169320000
548,1,169350000,169520000
765,1,169435000,169520000
155,1,169520000,169780000
374,1,169550000,169690000
842,1,169690000,169765000
881,1,169780000,169860000
613,1,169905000,170045000
693,1,170505000,170640000
336,1,170655000,170905000
582,1,171200000,171295000
429,1,171455000,171570000
529,1,171770000,171955000
179,1,172045000,172395000
164,1,172145000,172360000
360,1,172305000,172370000
408,1,172415000,172700000
792,1,172415000,172500000
653,1,172575000,172695000
160,1,172705000,173170000
630,1,172710000,172805000
525,1,173175000,173390000
403,1,173400000,173680000
785,1,173800000,173975000
575,1,174050000,174200000
23,1,174225000,174710000
298,1,174735000,174970000
141,1,174990000,175315000
305,1,174995000,175110000
357,1,175125000,175295000
129,1,175335000,175870000
190,1,175410000,175830000
177,1,175890000,176190000
559,1,176065000,176175000
70,1,176330000,176855000
8,1,176855000,177945000
16,1,177195000,177925000
185,1,177950000,178205000
240,1,178290000,178485000
59,1,178490000,178995000
463,1,178505000,178720000
292,1,178745000,178980000
225,1,179040000,179345000
652,1,179060000,179200000
509,1,179265000,179340000
232,1,179660000,179795000
290,1,179820000,180145000
471,1,179830000,180000000
527,1,179850000,179925000
378,1,180220000,180460000
446,1,180480000,180835000
641,1,180495000,180600000
733,1,180605000,180740000
817,1,180840000,180980000
358,1,180845000,181140000
380,1,180985000,181140000
50,1,181150000,182040000
383,1,181160000,181395000
170,1,181420000,182030000
517,1,181440000,181655000
807,1,181780000,181895000
390,1,182050000,182375000
636,1,182420000,182545000
312,1,182565000,182755000
101,1,182855000,183425000
258,1,182880000,183220000
799,1,183290000,183420000
528,1,183435000,183605000
323,1,183615000,183895000
797,1,183660000,183775000
770,1,183775000,183885000
746,1,183905000,184025000
72,1,184035000,184665000
541,1,184045000,184200000
149,1,184210000,184660000
834,1,184530000,184640000
67,1,184695000,185140000
71,1,184765000,184950000
701,1,185015000,185130000
724,1,185145000,185270000
148,1,185270000,185665000
737,1,185285000,185410000
14,1,185715000,186225000
544,1,186275000,186370000
66,1,186370000,186975000
838,1,186460000,186565000
212,1,187895000,188110000
103,1,192440000,192585000
432,1,192610000,192755000
521,1,192775000,192990000
720,1,193015000,193105000
5,1,196075000,196660000
198,1,197145000,197350000
759,1,197170000,197290000
21,1,197490000,197900000
82,1,198030000,198435000
227,1,198100000,198330000
405,1,198475000,198665000
744,1,198570000,198655000
246,1,198735000,199235000
359,1,199250000,199525000
150,1,200085000,200495000
757,1,200110000,200240000
404,1,200255000,200485000
637,1,200365000,200460000
143,1,200515000,201030000
270,1,200525000,200810000
884,1,200640000,200710000
725,1,200870000,201095000
739,1,200940000,201020000
649,1,201205000,201345000
716,1,201400000,201500000
494,1,201510000,201785000
747,1,201525000,201670000
675,1,201675000,201780000
342,1,201815000,202120000
444,1,201830000,201960000
505,1,201965000,202110000
61,1,202130000,202975000
81,1,202130000,202715000
488,1,202135000,202300000
417,1,202435000,202600000
861,1,202600000,202690000
553,1,202705000,202980000
813,1,202705000,202850000
738,1,202860000,202980000
153,1,203000000,203760000
449,1,203000000,203210000
106,1,203230000,203315000
368,1,203230000,203460000
654,1,203315000,203460000
419,1,203470000,203765000
871,1,203685000,203765000
662,1,203765000,203835000
209,1,203830000,204350000
604,1,203840000,204100000
474,1,204115000,204350000
679,1,204210000,204315000
135,1,204375000,204485000
439,1,204535000,204780000
848,1,204795000,204915000
440,1,204930000,205230000
774,1,204930000,205045000
217,1,205230000,205310000
353,1,205235000,205500000
402,1,205320000,205480000
825,1,205375000,205460000
564,1,205540000,205720000
619,1,205550000,205625000
677,1,205625000,205705000
99,1,205785000,205925000
265,1,206645000,206775000
802,1,206780000,206855000
245,1,206880000,207175000
477,1,206900000,206990000
856,1,207000000,207080000
734,1,207085000,207165000
57,1,207235000,207695000
448,1,207265000,207480000
684,1,207490000,207580000
203,1,207985000,208165000
295,1,208060000,208145000
421,1,208180000,208435000
689,1,208185000,208280000
758,1,208300000,208420000
589,1,209230000,209375000
451,1,209770000,209930000
376,1,210295000,210495000
657,1,210495000,210580000
812,1,210625000,210750000
753,1,211310000,211425000
181,1,211435000,211840000
493,1,211485000,211660000
645,1,211690000,211845000
499,1,211750000,211830000
486,1,211850000,212205000
714,1,211865000,212000000
874,1,212005000,212110000
875,1,212110000,212185000
483,1,212240000,212465000
787,1,212490000,212635000
89,1,212635000,213250000
590,1,212645000,212805000
658,1,212835000,212960000
518,1,212970000,213180000
18,1,213410000,214330000
159,1,214375000,214810000
296,1,214425000,214515000
363,1,214525000,214780000
11,1,214855000,215735000
109,1,214950000,215280000
44,1,217590000,217910000
228,1,217605000,217835000
20,1,217975000,218365000
687,1,219240000,219355000
410,1,219585000,219745000
599,1,220005000,220130000
381,1,220160000,220380000
664,1,220160000,220275000
161,1,220455000,220965000
556,1,220840000,220960000
221,1,221040000,221395000
648,1,221210000,221380000
420,1,221420000,221610000
117,1,221645000,222270000
775,1,221910000,222020000
62,1,222380000,222630000
719,1,222815000,222900000
116,1,222910000,223275000
250,1,222990000,223275000
519,1,223300000,223425000
627,1,223880000,223960000
152,1,224300000,224520000
712,1,224530000,224655000
154,1,224690000,225125000
707,1,224700000,224825000
97,1,225165000,225480000
124,1,225635000,226170000
468,1,225660000,225945000
646,1,225960000,226165000
562,1,226165000,226310000
294,1,226185000,226595000
467,1,226185000,226250000
561,1,226310000,226590000
587,1,226310000,226390000
672,1,226385000,226585000
651,1,226600000,226800000
445,1,226815000,227025000
808,1,226925000,227020000
37,1,227665000,227915000
339,1,227745000,227915000
176,1,227940000,228150000
401,1,228175000,228270000
761,1,228270000,228370000
52,1,228290000,228745000
93,1,228365000,228745000
32,1,228390000,228655000
122,1,228790000,229365000
114,1,228860000,229020000
60,1,229375000,229775000
271,1,229385000,229630000
777,1,229405000,229480000
829,1,229480000,229585000
327,1,229685000,229775000
173,1,229820000,230460000
603,1,230200000,230420000
94,1,230755000,231370000
310,1,231005000,231350000
803,1,231035000,231140000
120,1,231470000,231750000
851,1,231475000,231560000
77,1,232740000,233400000
244,1,233560000,233935000
801,1,233620000,233735000
847,1,233735000,233815000
365,1,233935000,234210000
191,1,234240000,234600000
321,1,234250000,234465000
709,1,234345000,234450000
721,1,234505000,234615000
453,1,234635000,234735000
382,1,234755000,234860000
58,1,235270000,235625000
251,1,235325000,235405000
123,1,235395000,235595000
745,1,235415000,235495000
796,1,235500000,235575000
128,1,235665000,236165000
465,1,235670000,235945000
614,1,236010000,236135000
726,1,236155000,236260000
279,1,236260000,236690000
650,1,236260000,236455000
690,1,236690000,236770000
284,1,236765000,237070000
740,1,236945000,237055000
55,1,238015000,238415000
64,1,241670000,242170000
134,1,241675000,242020000
371,1,241680000,241800000
491,1,242070000,242185000
39,1,243510000,243925000
201,1,243615000,243920000
293,1,244020000,244455000
466,1,244465000,244620000
579,1,244645000,244750000
78,1,244675000,244965000
87,1,244740000,245240000
391,1,244765000,244960000
322,1,244980000,245215000
498,1,246035000,246170000
239,1,246175000,246635000
347,1,246650000,246925000
860,1,246850000,246930000
853,1,247000000,247095000
48,1,247065000,247660000
264,1,247095000,247510000
473,1,247130000,247375000
769,1,247145000,247240000
438,1,247520000,247665000
4,1,247800000,248395000
46,1,248400000,248545000
5581,2,3185000,3315000
4947,2,3370000,3715000
5127,2,6225000,6670000
5195,2,6965000,7225000
5294,2,7245000,7550000
5335,2,7335000,7550000
5476,2,7565000,7825000
5637,2,8370000,8445000
5658,2,8450000,8545000
5472,2,8685000,8825000
5386,2,8745000,8820000
5166,2,8980000,9270000
5465,2,9010000,9130000
5520,2,9145000,9240000
5342,2,9280000,9545000
5295,2,9595000,9910000
5665,2,9615000,9685000
5671,2,9690000,9765000
5633,2,9775000,9905000
5360,2,9940000,10195000
5595,2,9980000,10095000
5376,2,10195000,10270000
5064,2,10260000,10820000
5350,2,10280000,10585000
5547,2,10410000,10575000
5435,2,10590000,10815000
5586,2,10830000,10950000
5261,2,10960000,11265000
5490,2,10965000,11055000
5019,2,11270000,11755000
5257,2,11285000,11600000
5336,2,11605000,11735000
5309,2,11820000,11945000
5339,2,11970000,12215000
5194,2,12870000,13110000
4992,2,13510000,14050000
5121,2,15335000,15740000
4954,2,15775000,16700000
5011,2,16720000,16950000
5229,2,16795000,16940000
5345,2,17625000,17825000
5308,2,17865000,18020000
5354,2,17925000,18020000
5084,2,18035000,18375000
4949,2,18595000,20080000
5015,2,18620000,18950000
5032,2,19565000,20070000
5232,2,20095000,20530000
5297,2,20145000,20305000
5489,2,20315000,20435000
5610,2,20445000,20535000
5675,2,20550000,20630000
5253,2,20630000,20850000
5212,2,20870000,21035000
5126,2,23520000,23880000
5591,2,23555000,23690000
5199,2,24015000,24315000
5418,2,24040000,24165000
5659,2,24170000,24275000
5381,2,24450000,24615000
5402,2,24525000,24610000
5217,2,24630000,25055000
5528,2,24715000,24815000
5634,2,25060000,25195000
5326,2,25195000,25360000
5190,2,25430000,25815000
5651,2,25645000,25745000
5625,2,25825000,25900000
5143,2,26075000,26590000
5400,2,26205000,26375000
5615,2,26410000,26570000
5413,2,26710000,26980000
5670,2,26710000,26810000
5499,2,26810000,26970000
5410,2,27055000,27165000
5215,2,27175000,27545000
5582,2,27175000,27250000
5330,2,27300000,27540000
5556,2,27315000,27435000
5662,2,27440000,27535000
5545,2,27805000,27895000
5037,2,27920000,28715000
5392,2,28790000,28975000
5523,2,29010000,29170000
5271,2,29180000,29430000
5024,2,29480000,30300000
4990,2,29485000,30140000
5204,2,30135000,30305000
5153,2,30380000,30935000
5254,2,30420000,30670000
5630,2,30450000,30565000
5296,2,30675000,30865000
5061,2,30935000,31605000
5458,2,30955000,31090000
5440,2,31390000,31565000
5109,2,32065000,32585000
5322,2,32080000,32395000
5584,2,32100000,32235000
5449,2,32595000,32850000
5618,2,32600000,32760000
4978,2,32995000,33615000
5270,2,33680000,33825000
5094,2,33885000,34230000
4974,2,36185000,36560000
5154,2,36575000,36905000
5530,2,36585000,36730000
5213,2,37000000,37375000
5377,2,37380000,37620000
5130,2,37620000,38115000
5280,2,37630000,37895000
5404,2,37640000,37760000
5442,2,37770000,37890000
5448,2,37905000,38060000
5266,2,38120000,38515000
5456,2,38345000,38505000
5347,2,38530000,38755000
5167,2,38805000,38970000
5095,2,39160000,39490000
5068,2,39215000,39520000
5240,2,39280000,39470000
5580,2,39285000,39360000
5497,2,39360000,39455000
5097,2,39570000,40005000
5604,2,39605000,39725000
4960,2,40110000,40815000
5063,2,41595000,42030000
5506,2,41925000,42020000
5065,2,42055000,42590000
5275,2,42070000,42315000
5239,2,42320000,42570000
5228,2,42705000,43025000
5647,2,42785000,42890000
5483,2,42915000,43020000
5103,2,43040000,43825000
5416,2,43045000,43355000
5460,2,43055000,43170000
5655,2,43195000,43340000
5674,2,43250000,43330000
5371,2,43355000,43455000
5248,2,43470000,43715000
5631,2,43615000,43710000
5098,2,43830000,44105000
5531,2,44110000,44225000
5186,2,44250000,44595000
5348,2,44275000,44475000
5654,2,44310000,44395000
5603,2,44395000,44465000
5632,2,44475000,44575000
5170,2,44700000,45190000
5609,2,44780000,44885000
5119,2,45205000,45735000
5090,2,45215000,45615000
5206,2,45840000,46195000
5518,2,45875000,45960000
5567,2,46060000,46165000
5006,2,46200000,47140000
5224,2,46235000,46620000
5653,2,46595000,46690000
5401,2,46690000,46855000
5394,2,46885000,47130000
5557,2,46885000,47005000
5616,2,47015000,47115000
5568,2,47135000,47215000
5244,2,47215000,47560000
5543,2,47405000,47550000
5477,2,47555000,47625000
5263,2,47640000,48010000
5475,2,47880000,48005000
5412,2,48015000,48140000
5203,2,48040000,48335000
5388,2,48140000,48330000
5209,2,48335000,48675000
5554,2,48670000,48750000
5111,2,48805000,49125000
5601,2,54055000,54180000
5527,2,54195000,54340000
5214,2,54355000,54700000
5272,2,54735000,54935000
5355,2,54745000,54880000
5644,2,54955000,55070000
5178,2,55090000,55445000
5536,2,55280000,55400000
5357,2,55460000,55665000
4994,2,55935000,56240000
4942,2,56370000,57765000
5066,2,57950000,58475000
5409,2,57985000,58120000
5562,2,58135000,58275000
5321,2,60530000,60785000
5179,2,61005000,61245000
5467,2,61020000,61125000
5466,2,61130000,61230000
5600,2,61255000,61405000
5107,2,61405000,62115000
5324,2,61425000,61760000
5265,2,61765000,62070000
5641,2,61765000,61885000
5450,2,61910000,62080000
5626,2,61925000,62020000
5200,2,62140000,62655000
5599,2,62140000,62220000
5365,2,62215000,62430000
5382,2,62440000,62645000
5223,2,62680000,63010000
5079,2,63280000,63795000
5101,2,63295000,63675000
5162,2,63830000,64115000
5494,2,63935000,64070000
5577,2,64120000,64245000
5042,2,64240000,64750000
5307,2,64265000,64555000
5532,2,64445000,64555000
5356,2,64560000,64735000
5480,2,64745000,64810000
5058,2,64800000,65280000
5226,2,64810000,65100000
5552,2,64875000,64975000
5487,2,64980000,65085000
5288,2,65140000,65280000
5074,2,65285000,65835000
5407,2,65285000,65455000
5165,2,65475000,65810000
5498,2,65480000,65665000
5455,2,65665000,65785000
5612,2,65860000,65940000
5539,2,68280000,68345000
5096,2,68330000,68680000
5367,2,68345000,68495000
5087,2,68585000,68680000
5114,2,68695000,69165000
5273,2,68700000,68900000
5331,2,68935000,69155000
5436,2,68960000,69085000
5208,2,69210000,69535000
5320,2,69595000,69770000
5080,2,69650000,70060000
5174,2,69765000,70070000
5525,2,69785000,69945000
5664,2,69790000,69875000
5259,2,69945000,70060000
5608,2,70060000,70135000
5148,2,70120000,70520000
4987,2,70130000,70420000
5428,2,70145000,70295000
5185,2,70295000,70375000
5445,2,70385000,70475000
5009,2,70525000,71015000
5025,2,70530000,71175000
5216,2,70530000,70880000
5424,2,71015000,71190000
5427,2,71080000,71180000
4997,2,71215000,71750000
5352,2,71245000,71385000
5104,2,71510000,71745000
5256,2,72985000,73095000
5144,2,73110000,73445000
5517,2,73110000,73210000
5474,2,73440000,73520000
5027,2,73515000,73895000
5652,2,73520000,73595000
5139,2,74050000,74350000
5629,2,74375000,74450000
5405,2,74450000,74625000
5384,2,74680000,74825000
5196,2,74900000,75115000
5040,2,75135000,75865000
5602,2,75135000,75280000
4977,2,75150000,75690000
5579,2,75530000,75655000
5451,2,75705000,75845000
5420,2,75855000,75940000
5585,2,76010000,76130000
5003,2,76420000,76800000
5035,2,78885000,79230000
4958,2,79460000,80155000
5287,2,80545000,80755000
5587,2,80580000,80690000
5021,2,84230000,84555000
5118,2,84685000,85115000
5459,2,84960000,85095000
5337,2,85150000,85265000
5284,2,85285000,85530000
5132,2,85555000,85840000
5627,2,85555000,85645000
5645,2,85770000,85845000
5434,2,85855000,86050000
5590,2,85855000,85950000
5093,2,85870000,86335000
5423,2,85950000,86045000
5570,2,86050000,86120000
5205,2,86055000,86310000
5553,2,86330000,86425000
